300,SAP_CIN_SD_MANAGER,000002,$WERKS,,
300,SAP_CFM_TM_TRADE_CONTROLLER,000006,$KOART,,
300,SAP_MDGM_DISP_07,000007,$SWERK,,
300,SAP_MDGM_MENU_07,000007,$SWERK,,
300,SAP_MDGM_REQ_07,000007,$SWERK,,
300,SAP_MDGM_SPEC_07,000007,$SWERK,,
300,SAP_MDGM_STEW_07,000007,$SWERK,,
300,SAP_MDGM_DISP_08,000007,$SWERK,,
300,SAP_MDGM_MENU_08,000007,$SWERK,,
300,SAP_MDGM_REQ_08,000007,$SWERK,,
300,SAP_MDGM_SPEC_08,000007,$SWERK,,
300,SAP_MDGM_STEW_08,000007,$SWERK,,
300,SAP_SFIN_CFIN_SP_CENTRAL,000004,$GSBER,,
300,SAP_SFIN_CFIN_SP_CENTRAL,000005,$KOART,,
300,SAP_MDGM_DISP_09,000007,$SWERK,,
300,SAP_MDGM_MENU_09,000007,$SWERK,,
300,SAP_MDGM_REQ_09,000007,$SWERK,,
300,SAP_MDGM_SPEC_09,000007,$SWERK,,
300,SAP_MDGM_STEW_09,000007,$SWERK,,
300,SAP_ISU_WA_GENERAL,000015,$FIKRS,,
300,SAP_ISU_WA_GENERAL,000016,$KKBER,,
300,SAP_ISU_WA_GENERAL,000017,$VSTEL,,
300,SAP_MDGM_DISP_07,000006,$IWERK,,
300,SAP_MDGM_MENU_07,000006,$IWERK,,
300,SAP_MDGM_REQ_07,000006,$IWERK,,
300,SAP_MDGM_SPEC_07,000006,$IWERK,,
300,SAP_MDGM_STEW_07,000006,$IWERK,,
300,SAP_TRM_ADMINISTRATOR,000002,$CFASPET,,
300,SAP_TRM_ADMINISTRATOR,000006,$PLVAR,,
300,SAP_MDGM_DISP_08,000006,$IWERK,,
300,SAP_MDGM_MENU_08,000006,$IWERK,,
300,SAP_MDGM_REQ_08,000006,$IWERK,,
300,SAP_MDGM_SPEC_08,000006,$IWERK,,
300,SAP_MDGM_STEW_08,000006,$IWERK,,
300,SAP_MDGM_DISP_09,000006,$IWERK,,
300,SAP_MDGM_MENU_09,000006,$IWERK,,
300,SAP_MDGM_REQ_09,000006,$IWERK,,
300,SAP_MDGM_SPEC_09,000006,$IWERK,,
300,SAP_MDGM_STEW_09,000006,$IWERK,,
300,FUCN_ACCOUNTANT,000002,$BUKRS,*,
300,FUCN_ACCOUNTANT,000009,$PRCTR,*,
300,FUCN_CASHIER,000001,$BUKRS,*,
300,FUCN_CASHIER,000005,$PRCTR,*,
300,FUCN_GL_ACCOUNTANT,000001,$BUKRS,*,
300,FUCN_GL_ACCOUNTANT,000005,$PRCTR,*,
300,SAP_AUDITOR_BA_ORGA,000001,$BUKRS,0001,
300,SAP_BCA_ACCOUNTS_ADMIN,000002,$BUKRS,*,
300,SAP_BCA_ACCOUNTS_OFFICER,000002,$BUKRS,*,
300,SAP_BCA_ACCOUNTS_STAFF,000002,$BUKRS,*,
300,SAP_CA_CL_DISPLAY,000001,$BUKRS,*,
300,SAP_CA_CL_MAINTAIN,000001,$BUKRS,*,
300,SAP_CA_OLD_REPORTINGTREES,000001,$BUKRS,*,
300,SAP_CA_OLD_REPORTINGTREES,000005,$PRCTR,*,
300,SAP_CFM_ADMINISTRATOR,000001,$BUKRS,*,
300,SAP_CFM_IHC_SUPERVISOR,000002,$BUKRS,*,
300,SAP_CFM_RISK_CONTROLLER,000001,$BUKRS,*,
300,SAP_CFM_TM_BACKOFFICE_PROCES,000001,$BUKRS,*,
300,SAP_CFM_TM_FUND_MANAGER,000001,$BUKRS,*,
300,SAP_CFM_TM_STAFF_ACCOUNTANT,000001,$BUKRS,*,
300,SAP_CFM_TM_TRADE_CONTROLLER,000001,$BUKRS,*,
300,SAP_CFM_TREASURY_MANAGER,000001,$BUKRS,*,
300,SAP_CML_CREDIT_ANALYST,000001,$BUKRS,*,
300,SAP_CML_STAFF_ACCOUNTANT,000001,$BUKRS,*,
300,SAP_COMP_MGMT_SETTLEM_CLERK,000001,$BUKRS,*,
300,SAP_COM_CSR_0001,000002,$BUKRS,*,
300,SAP_COM_CSR_1001,000003,$BUKRS,*,
300,SAP_EHSM_ADMINISTRATOR,000001,$BUKRS,*,
300,SAP_EHSM_PRC_BASMAT_SPEC,000001,$BUKRS,*,
300,SAP_EHSM_PRC_COMPL_CONSUMER,000001,$BUKRS,*,
300,SAP_EHSM_PRC_COMPL_ENG,000001,$BUKRS,*,
300,SAP_EHSM_PRC_COMPL_MGR,000001,$BUKRS,*,
300,SAP_EHSM_PRC_COMPONENT_ENG,000001,$BUKRS,*,
300,SAP_EPM_PLANT_MANAGER,000001,$BUKRS,*,
300,SAP_FIN_CORRESPONDENCE_APP,000001,$BUKRS,*,
300,SAP_FIN_GRIR_ACC_RECONC,000001,$BUKRS,*,
300,SAP_FIN_MYVENDORINVOICES_APP,000001,$BUKRS,*,
300,SAP_FI_FM_ALL_DK,000001,$BUKRS,*,
300,SAP_FI_FM_ALL_STANDARD,000001,$BUKRS,*,
300,SAP_FI_TV_TIC_AGENT,000001,$BUKRS,*,
300,SAP_FI_TV_TIC_AGENT,000007,$PRCTR,*,
300,SAP_FI_TV_TIC_AGENT_2,000001,$BUKRS,*,
300,SAP_FI_TV_TIC_AGENT_2,000007,$PRCTR,*,
300,SAP_FI_TV_TRAVEL_MANAGER,000001,$BUKRS,*,
300,SAP_FI_TV_TRAVEL_MANAGER,000007,$PRCTR,*,
300,SAP_FMCA_BP_EXT,000001,$BUKRS,*,
300,SAP_FMCA_CA_ALL,000001,$BUKRS,*,
300,SAP_FMCA_CA_ALL_EHP3,000001,$BUKRS,*,
300,SAP_FMCA_CA_ALL_EHP4,000001,$BUKRS,*,
300,SAP_FMCA_CA_ALL_EHP5,000001,$BUKRS,*,
300,SAP_FSCM_IHC_SUPERVISOR,000002,$BUKRS,*,
300,SAP_GTCN_TAX_REFUND_ACCOUNTANT,000001,$BUKRS,*,
300,SAP_GTCN_TAX_REFUND_ACCOUNTANT,000011,$PRCTR,*,
300,SAP_IBSFS_ICL_ALL,000001,$BUKRS,*,
300,SAP_ICL_CLAIM_HANDLER,000001,$BUKRS,*,
300,SAP_ICL_CLAIM_VIEWER,000001,$BUKRS,*,
300,SAP_IFW_ADMINISTRATOR,000001,$BUKRS,*,
300,SAP_IFW_COMMERCIAL_CONTROLLER,000001,$BUKRS,*,
300,SAP_IFW_INVOICE_CLERK_MM,000001,$BUKRS,*,
300,SAP_IFW_INVOICE_CLERK_SD,000001,$BUKRS,*,
300,SAP_ISB_CRE_RISK_CONTROLLER_AG,000001,$BUKRS,*,
300,SAP_ISB_PA_CONTROLLER_AG,000001,$BUKRS,*,
300,SAP_ISB_STRATEGIC_PLANNER_AG,000001,$BUKRS,*,
300,SAP_ISU_WA_GENERAL,000001,$BUKRS,*,
300,SAP_LO_MD_MM_MATERIAL_DISPLAY,000001,$BUKRS,*,
300,SAP_LO_MD_MM_MATERIAL_MAINTAIN,000001,$BUKRS,*,
300,SAP_LO_VC_ESALES,000001,$BUKRS,*,
300,SAP_MDGM_DISP_04,000004,$BUKRS,*,
300,SAP_MDGM_DISP_05,000004,$BUKRS,*,
300,SAP_MDGM_DISP_06,000004,$BUKRS,*,
300,SAP_MDGM_DISP_07,000004,$BUKRS,*,
300,SAP_MDGM_MENU_04,000004,$BUKRS,*,
300,SAP_MDGM_MENU_05,000004,$BUKRS,*,
300,SAP_MDGM_MENU_06,000004,$BUKRS,*,
300,SAP_MDGM_MENU_07,000004,$BUKRS,*,
300,SAP_MDGM_REQ_04,000004,$BUKRS,*,
300,SAP_MDGM_REQ_05,000004,$BUKRS,*,
300,SAP_MDGM_REQ_06,000004,$BUKRS,*,
300,SAP_MDGM_REQ_07,000004,$BUKRS,*,
300,SAP_MDGM_SPEC_03,000004,$BUKRS,*,
300,SAP_MDGM_SPEC_04,000004,$BUKRS,*,
300,SAP_MDGM_SPEC_05,000004,$BUKRS,*,
300,SAP_MDGM_SPEC_06,000004,$BUKRS,*,
300,SAP_MDGM_SPEC_07,000004,$BUKRS,*,
300,SAP_MDGM_STEW_03,000004,$BUKRS,*,
300,SAP_MDGM_STEW_04,000004,$BUKRS,*,
300,SAP_MDGM_STEW_05,000004,$BUKRS,*,
300,SAP_MDGM_STEW_06,000004,$BUKRS,*,
300,SAP_MDGM_STEW_07,000004,$BUKRS,*,
300,SAP_MD_BC_PROD_MANAGE,000001,$BUKRS,*,
300,SAP_MMKT_PI_PRODUCTION_SPVR,000005,$BUKRS,*,
300,SAP_MMKT_PI_SHFLR_OPR,000002,$BUKRS,*,
300,SAP_MM_IV_CLERK_AUTO,000001,$BUKRS,*,
300,SAP_PS_GROUPING,000001,$BUKRS,*,
300,SAP_SCM_2_ERP_INTEGRATION,000003,$BUKRS,*,
300,SAP_SCM_2_ERP_INTEGRATION,000023,$PRCTR,*,
300,SAP_SD_GTI_OPERATION,000001,$BUKRS,*,
300,SAP_SFIN_ACC_REPORTING,000001,$BUKRS,*,
300,SAP_SR_INSTORE_MIM_5,000001,$BUKRS,*,
300,SAP_SR_INSTORE_MIM_5,000006,$PRCTR,*,
300,SAP_SR_RET_PRICING_POWL_5,000001,$BUKRS,*,
300,SAP_TRM_ADMINISTRATOR,000001,$BUKRS,*,
300,SAP_TRM_DEALER,000001,$BUKRS,*,
300,SAP_TR_LO_CREDIT_ANALYST,000001,$BUKRS,*,
300,SAP_TR_LO_DEPARTM_MANAGER,000001,$BUKRS,*,
