300,SAP_CIN_SD_MANAGER,TR,J1I0,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1I3,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1I7,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IA101,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IA301,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IBN01,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IBN02,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IBN03,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IBN04,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IBN05,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1ID,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IDEPOTSTOCK1,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IG,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IGA,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IGAD,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IH,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IHD,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IIEXCP,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IIN,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IJ,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1ILIC01,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1ILIC02,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1ILIC03,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1ILIC04,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1ILIC05,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IO,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IP,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1ISN,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IT,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IU,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J1IV,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J2I7,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J2I9,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J2IU,,X,,00000
300,SAP_CIN_SD_MANAGER,TR,J_1IDEPOTSTOCK,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,AISF,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,AISS,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,BPC3,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,BUB3,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,BUP3,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,F.75,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,F8BT,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FD02,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF-1,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF-3,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF-4,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF-5,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF-6,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF-7,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF-8,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF.3,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF/1,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF/2,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF7A,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FF7B,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FI03,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FI04,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FK02,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FKT1,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FKT3,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FKT4,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FKTV,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FM3D,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FM3S,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FMP1,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FMVS,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FS00,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FSRG,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FSRW,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FVZA,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FWDP,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FWIK,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FWIW,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FWZZ,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FZ11,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FZ13,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FZ14,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FZ5A,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FZB6,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,FZB8,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,JBR0,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,JBRI,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,JBRJ,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,JBRK,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,JBRTOBJ_CFM,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,JBRT_CFM,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,JBRX,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,JBYC,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,KCK0,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,MSSHOW,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,OB55,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,OKUL,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,RCA00,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,RKLNT,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,RKLSI,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,RM00,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,RMV0,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,SM58,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007812,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007819,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007868,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007877,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007920,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007924,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007947,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007959,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007973,,X,,00000
300,SAP_CFM_TM_TRADE_CONTROLLER,TR,S_ALR_87007975,,X,,00000
