/IBS/RB_DEVL,TR,RBD_EDIT,/IBS/ORGEI,,,BASIS,09/26/2019,02:59:33,
/IBS/RB_DEVL,TR,RBD_EDIT,/IBS/RBDID,,,BASIS,09/26/2019,02:59:33,
/IBS/RB_DEVL,TR,RBD_EDIT,ACTVT,03,,BASIS,09/26/2019,02:59:33,
/IBS/RB_DEVL,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_DEVL,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_DEVL,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_DEVL,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_EWB_UPD,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_EWB_UPD,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_EWB_UPD,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_EWB_UPD,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_HINT,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_HINT,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_HINT,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_HINT,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_HINTM,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_HINTM,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_HINTM,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_HINTM,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_DIS,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_DIS,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_DIS,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_DIS,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_INS,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_INS,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_INS,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_INS,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_REACT,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_REACT,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_REACT,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_REACT,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_UPD,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_UPD,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_UPD,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_KTO_UPD,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_LOG_POST,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_LOG_POST,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_LOG_POST,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_LOG_POST,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RFR,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RFR,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RFR,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RFR,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RST,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RST,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RST,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RST,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RSTM,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RSTM,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RSTM,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PEWB_RSTM,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PWV_KK,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PWV_KK,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PWV_KK,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_PWV_KK,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/IBS/RB_REF,TR,S_GUI,ACTVT,02,,BASIS,09/26/2019,02:59:33,
/IBS/RB_REF,TR,S_GUI,ACTVT,04,,BASIS,09/26/2019,02:59:33,
/IBS/RB_REF,TR,S_GUI,ACTVT,60,,BASIS,09/26/2019,02:59:33,
/IBS/RB_REF,TR,S_GUI,ACTVT,61,,BASIS,09/26/2019,02:59:33,
/SAPPO/DELETE_ORDERS,TR,/SAPPO/ORD,/SAPPO/BPR,,,BASIS,09/26/2019,02:59:35,
/SAPPO/DELETE_ORDERS,TR,/SAPPO/ORD,/SAPPO/CMP,,,BASIS,09/26/2019,02:59:35,
/SAPPO/DELETE_ORDERS,TR,/SAPPO/ORD,ACTVT,02,,BASIS,09/26/2019,02:59:35,
/SAPPO/DELETE_ORDERS,TR,/SAPPO/ORD,ACTVT,03,,BASIS,09/26/2019,02:59:35,
/SAPPO/DELETE_ORDERS,TR,/SAPPO/ORD,ACTVT,06,,BASIS,09/26/2019,02:59:35,
/SAPPO/DELETE_ORDERS,TR,/SAPPO/ORD,ACTVT,A8,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/FLT,/SAPPO/CMP,,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/FLT,/SAPPO/FLT,,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/FLT,ACTVT,02,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/ORD,/SAPPO/BPR,,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/ORD,/SAPPO/CMP,,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/ORD,ACTVT,02,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/ORD,ACTVT,03,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/ORD,ACTVT,06,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO2,TR,/SAPPO/ORD,ACTVT,A8,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO3,TR,/SAPPO/FLT,/SAPPO/CMP,,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO3,TR,/SAPPO/FLT,/SAPPO/FLT,,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO3,TR,/SAPPO/FLT,ACTVT,02,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO3,TR,/SAPPO/ORD,/SAPPO/BPR,,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO3,TR,/SAPPO/ORD,/SAPPO/CMP,,,BASIS,09/26/2019,02:59:35,
/SAPPO/PPO3,TR,/SAPPO/ORD,ACTVT,03,,BASIS,09/26/2019,02:59:35,
ABNA,TR,A_B_ANLKL,ACTVT,01,,BASIS,09/26/2019,02:59:37,
ABNA,TR,A_B_ANLKL,ANLKL,,,BASIS,09/26/2019,02:59:37,
ABNA,TR,A_B_ANLKL,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ABNA,TR,A_S_ANLKL,ACTVT,01,,BASIS,09/26/2019,02:59:37,
ABNA,TR,A_S_ANLKL,ANLKL,,,BASIS,09/26/2019,02:59:37,
ABNA,TR,A_S_ANLKL,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ABNA,TR,A_S_GSBER,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ABNA,TR,A_S_GSBER,GSBER,$GSBER,,BASIS,09/26/2019,02:59:37,
ABNA,TR,F_BKPF_BUK,ACTVT,01,,BASIS,09/26/2019,02:59:37,
ABNA,TR,F_BKPF_BUK,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ABNA,TR,F_BKPF_KOA,ACTVT,01,,BASIS,09/26/2019,02:59:37,
ABNA,TR,F_BKPF_KOA,KOART,$KOART,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,A_B_ANLKL,ACTVT,,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,A_B_ANLKL,ANLKL,,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,A_B_ANLKL,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,A_S_ANLKL,ACTVT,,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,A_S_ANLKL,ANLKL,,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,A_S_ANLKL,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,F_FAGL_LDR,ACTVT,,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,F_FAGL_LDR,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,F_FAGL_LDR,GLRLDNR,,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,F_FAGL_LDR,GLRRCTY,,,BASIS,09/26/2019,02:59:37,
ABNAN,TR,F_FAGL_LDR,GLRVERS,,,BASIS,09/26/2019,02:59:37,
ACC_ECS_AGING,TR,F_BKPF_BLA,ACTVT,03,,BASIS,09/26/2019,02:59:37,
ACC_ECS_AGING,TR,F_BKPF_BLA,BRGRU,,,BASIS,09/26/2019,02:59:37,
ACC_ECS_AGING,TR,F_BKPF_BUK,ACTVT,03,,BASIS,09/26/2019,02:59:37,
ACC_ECS_AGING,TR,F_BKPF_BUK,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ACC_ECS_AGING,TR,F_BKPF_KOA,ACTVT,03,,BASIS,09/26/2019,02:59:37,
ACC_ECS_AGING,TR,F_BKPF_KOA,KOART,$KOART,,BASIS,09/26/2019,02:59:37,
ACC_ECS_AGING,TR,GLE_ECS,ACTVT,03,,BASIS,09/26/2019,02:59:37,
ACC_ECS_BALANCING,TR,F_BKPF_BUK,ACTVT,03,,BASIS,09/26/2019,02:59:37,
ACC_ECS_BALANCING,TR,F_BKPF_BUK,BUKRS,$BUKRS,,BASIS,09/26/2019,02:59:37,
ACC_ECS_BALANCING,TR,F_BKPF_KOA,ACTVT,03,,BASIS,09/26/2019,02:59:37,
ACC_ECS_BALANCING,TR,F_BKPF_KOA,KOART,$KOART,,BASIS,09/26/2019,02:59:37,
